fecha,afore,tasa_interes_banxico,inflacion_anual,desempleo,comision,app_dummy,rendimiento,incremento_mensual,año
01/01/2020,azteca,7.25,3.24,3.22,0.98,1,7.173,0.1311,2020
01/01/2020,coppel,7.25,3.24,3.22,0.98,0,7.2871,0.6501,2020
01/01/2020,invercap,7.25,3.24,3.22,0.98,0,7.1886,0.5702,2020
01/01/2020,pensionissste,7.25,3.24,3.22,0.79,0,7.5419,5.718500000000001,2020
01/01/2020,banamex,7.25,3.24,3.22,0.88,1,7.3337,3.577,2020
01/01/2020,xxi banorte,7.25,3.24,3.22,0.88,1,7.4839,6.4326,2020
01/01/2020,principal,7.25,3.24,3.22,0.97,1,7.4923,0.89,2020
01/01/2020,profuturo,7.25,3.24,3.22,0.92,1,7.3678,6.0664,2020
01/01/2020,sura,7.25,3.24,3.22,0.92,1,7.539,7.0465,2020
01/01/2020,inbursa,7.25,3.24,3.22,0.92,1,7.3849,0.6108,2020
01/02/2020,banamex,7.0,3.31,3.26,0.88,1,7.578,-1.5885,2020
01/02/2020,profuturo,7.0,3.31,3.26,0.92,1,7.3515,-0.1886,2020
01/02/2020,coppel,7.0,3.31,3.26,0.98,0,7.1894,-0.1369,2020
01/02/2020,azteca,7.0,3.31,3.26,0.98,1,7.411,-0.0089,2020
01/02/2020,inbursa,7.0,3.31,3.26,0.92,1,7.7949,0.1533,2020
01/02/2020,pensionissste,7.0,3.31,3.26,0.79,0,7.5563,-2.0513,2020
01/02/2020,principal,7.0,3.31,3.26,0.97,1,7.5091,-0.17980000000000002,2020
01/02/2020,invercap,7.0,3.31,3.26,0.98,0,7.1278,-0.1005,2020
01/02/2020,sura,7.0,3.31,3.26,0.92,1,7.7373,-1.3187,2020
01/02/2020,xxi banorte,7.0,3.31,3.26,0.88,1,7.9967,-1.3996000000000002,2020
01/03/2020,sura,6.5,3.25,3.67,0.92,1,5.8322,-2.9573,2020
01/03/2020,banamex,6.5,3.25,3.67,0.88,1,5.6146,-4.5073,2020
01/03/2020,coppel,6.5,3.25,3.67,0.98,0,6.6068,0.12380000000000001,2020
01/03/2020,azteca,6.5,3.25,3.67,0.98,1,5.1784,0.023799999999999998,2020
01/03/2020,pensionissste,6.5,3.25,3.67,0.79,0,7.7933,-0.9085,2020
01/03/2020,principal,6.5,3.25,3.67,0.97,1,6.4127,-0.2923,2020
01/03/2020,profuturo,6.5,3.25,3.67,0.92,1,6.7512,0.6774,2020
01/03/2020,inbursa,6.5,3.25,3.67,0.92,1,10.0059,0.3892,2020
01/03/2020,xxi banorte,6.5,3.25,3.67,0.88,1,5.9214,-3.859,2020
01/03/2020,invercap,6.5,3.25,3.67,0.98,0,6.8618,-0.1867,2020
01/04/2020,principal,6.0,2.15,4.24,0.97,1,7.4409,0.9864,2020
01/04/2020,profuturo,6.0,2.15,4.24,0.92,1,6.2738,6.5923,2020
01/04/2020,coppel,6.0,2.15,4.24,0.98,0,6.7203,0.3942,2020
01/04/2020,invercap,6.0,2.15,4.24,0.98,0,6.5597,0.3914,2020
01/04/2020,pensionissste,6.0,2.15,4.24,0.79,0,7.6356,4.7842,2020
01/04/2020,inbursa,6.0,2.15,4.24,0.92,1,10.3568,0.3506,2020
01/04/2020,banamex,6.0,2.15,4.24,0.88,1,6.0732,3.3326,2020
01/04/2020,xxi banorte,6.0,2.15,4.24,0.88,1,6.0986,5.8072,2020
01/04/2020,azteca,6.0,2.15,4.24,0.98,1,5.4028,0.1492,2020
01/04/2020,sura,6.0,2.15,4.24,0.92,1,7.9312,9.4334,2020
01/05/2020,invercap,5.5,2.84,5.45,0.98,0,7.7514,0.8417,2020
01/05/2020,inbursa,5.5,2.84,5.45,0.92,1,9.978,0.42090000000000005,2020
01/05/2020,profuturo,5.5,2.84,5.45,0.92,1,6.9161,7.8293,2020
01/05/2020,principal,5.5,2.84,5.45,0.97,1,8.3683,1.3925,2020
01/05/2020,pensionissste,5.5,2.84,5.45,0.79,0,7.8125,17.002,2020
01/05/2020,azteca,5.5,2.84,5.45,0.98,1,7.9555,0.22329999999999997,2020
01/05/2020,banamex,5.5,2.84,5.45,0.88,1,9.365,7.8389,2020
01/05/2020,sura,5.5,2.84,5.45,0.92,1,10.9235,8.783999999999999,2020
01/05/2020,coppel,5.5,2.84,5.45,0.98,0,7.7156,1.0216,2020
01/05/2020,xxi banorte,5.5,2.84,5.45,0.88,1,8.7716,12.1504,2020
01/06/2020,banamex,5.0,3.33,5.52,0.88,1,10.7511,2.8652999999999995,2020
01/06/2020,principal,5.0,3.33,5.52,0.97,1,9.1018,0.7272,2020
01/06/2020,pensionissste,5.0,3.33,5.52,0.79,0,8.4547,5.7795000000000005,2020
01/06/2020,azteca,5.0,3.33,5.52,0.98,1,8.5741,0.1573,2020
01/06/2020,xxi banorte,5.0,3.33,5.52,0.88,1,9.8357,6.3659,2020
01/06/2020,invercap,5.0,3.33,5.52,0.98,0,8.6368,0.4378,2020
01/06/2020,sura,5.0,3.33,5.52,0.92,1,12.4264,5.6051,2020
01/06/2020,inbursa,5.0,3.33,5.52,0.92,1,10.3229,0.16210000000000002,2020
01/06/2020,profuturo,5.0,3.33,5.52,0.92,1,7.292,3.7809,2020
01/06/2020,coppel,5.0,3.33,5.52,0.98,0,8.1591,0.44670000000000004,2020
01/07/2020,principal,5.0,3.62,5.07,0.97,1,9.5474,0.7397,2020
01/07/2020,azteca,5.0,3.62,5.07,0.98,1,8.8977,0.23879999999999998,2020
01/07/2020,sura,5.0,3.62,5.07,0.92,1,12.6691,6.2023,2020
01/07/2020,banamex,5.0,3.62,5.07,0.88,1,10.7692,5.4561,2020
01/07/2020,profuturo,5.0,3.62,5.07,0.92,1,7.6593,4.8287,2020
01/07/2020,coppel,5.0,3.62,5.07,0.98,0,8.6937,0.9207,2020
01/07/2020,inbursa,5.0,3.62,5.07,0.92,1,9.7133,0.34009999999999996,2020
01/07/2020,pensionissste,5.0,3.62,5.07,0.79,0,8.3681,6.829400000000001,2020
01/07/2020,xxi banorte,5.0,3.62,5.07,0.88,1,9.9724,8.743400000000001,2020
01/07/2020,invercap,5.0,3.62,5.07,0.98,0,8.6867,0.612,2020
01/08/2020,coppel,4.5,4.04,4.66,0.98,0,8.5743,0.16219999999999998,2020
01/08/2020,sura,4.5,4.04,4.66,0.92,1,13.112,5.346699999999999,2020
01/08/2020,banamex,4.5,4.04,4.66,0.88,1,10.8961,2.5388,2020
01/08/2020,profuturo,4.5,4.04,4.66,0.92,1,7.5295,3.6672000000000002,2020
01/08/2020,inbursa,4.5,4.04,4.66,0.92,1,9.2341,0.1374,2020
01/08/2020,principal,4.5,4.04,4.66,0.97,1,9.5015,0.5262,2020
01/08/2020,pensionissste,4.5,4.04,4.66,0.79,0,8.1754,1.6565,2020
01/08/2020,invercap,4.5,4.04,4.66,0.98,0,8.6945,0.35229999999999995,2020
01/08/2020,xxi banorte,4.5,4.04,4.66,0.88,1,9.9863,4.0449,2020
01/08/2020,azteca,4.5,4.04,4.66,0.98,1,8.9033,0.0745,2020
01/09/2020,inbursa,4.25,4.01,4.6,0.92,1,9.3411,0.61,2020
01/09/2020,coppel,4.25,4.01,4.6,0.98,0,8.2755,1.1983,2020
01/09/2020,xxi banorte,4.25,4.01,4.6,0.88,1,9.8843,7.104400000000001,2020
01/09/2020,pensionissste,4.25,4.01,4.6,0.79,0,8.0002,5.3387,2020
01/09/2020,invercap,4.25,4.01,4.6,0.98,0,8.4785,0.5015,2020
01/09/2020,banamex,4.25,4.01,4.6,0.88,1,10.669,3.4511000000000003,2020
01/09/2020,sura,4.25,4.01,4.6,0.92,1,12.878,6.0388,2020
01/09/2020,azteca,4.25,4.01,4.6,0.98,1,8.5435,0.34009999999999996,2020
01/09/2020,principal,4.25,4.01,4.6,0.97,1,9.1979,0.6342,2020
01/09/2020,profuturo,4.25,4.01,4.6,0.92,1,7.2138,5.0857,2020
01/10/2020,xxi banorte,4.25,4.09,4.39,0.88,1,8.9072,-3.7588999999999997,2020
01/10/2020,invercap,4.25,4.09,4.39,0.98,0,7.9122,-0.24230000000000002,2020
01/10/2020,principal,4.25,4.09,4.39,0.97,1,8.8592,-0.522,2020
01/10/2020,profuturo,4.25,4.09,4.39,0.92,1,6.8616,0.2693,2020
01/10/2020,inbursa,4.25,4.09,4.39,0.92,1,8.5022,-0.0147,2020
01/10/2020,pensionissste,4.25,4.09,4.39,0.79,0,7.4958,-4.5884,2020
01/10/2020,azteca,4.25,4.09,4.39,0.98,1,7.7849,-0.025,2020
01/10/2020,coppel,4.25,4.09,4.39,0.98,0,8.0806,-0.3251,2020
01/10/2020,sura,4.25,4.09,4.39,0.92,1,12.342,-0.3195,2020
01/10/2020,banamex,4.25,4.09,4.39,0.88,1,8.8859,-2.6726,2020
01/11/2020,xxi banorte,4.25,3.33,4.36,0.88,1,8.719,14.010399999999999,2020
01/11/2020,invercap,4.25,3.33,4.36,0.98,0,7.2824,0.9043000000000001,2020
01/11/2020,inbursa,4.25,3.33,4.36,0.92,1,7.3196,1.1012,2020
01/11/2020,coppel,4.25,3.33,4.36,0.98,0,7.51,3.1566,2020
01/11/2020,azteca,4.25,3.33,4.36,0.98,1,8.048,1.4093,2020
01/11/2020,banamex,4.25,3.33,4.36,0.88,1,9.1705,5.1425,2020
01/11/2020,sura,4.25,3.33,4.36,0.92,1,12.286,14.228800000000001,2020
01/11/2020,pensionissste,4.25,3.33,4.36,0.79,0,6.6899,11.7339,2020
01/11/2020,profuturo,4.25,3.33,4.36,0.92,1,6.6113,11.658,2020
01/11/2020,principal,4.25,3.33,4.36,0.97,1,8.3189,1.3714,2020
01/12/2020,coppel,4.25,3.15,3.84,0.98,0,7.4461,1.8506,2020
01/12/2020,profuturo,4.25,3.15,3.84,0.92,1,7.0596,8.284500000000001,2020
01/12/2020,principal,4.25,3.15,3.84,0.97,1,8.7408,0.9146,2020
01/12/2020,sura,4.25,3.15,3.84,0.92,1,13.4077,9.0738,2020
01/12/2020,invercap,4.25,3.15,3.84,0.98,0,7.5249,0.4677,2020
01/12/2020,inbursa,4.25,3.15,3.84,0.92,1,7.2962,0.5024000000000001,2020
01/12/2020,xxi banorte,4.25,3.15,3.84,0.88,1,9.9682,7.4485,2020
01/12/2020,pensionissste,4.25,3.15,3.84,0.79,0,6.6787,6.7425,2020
01/12/2020,azteca,4.25,3.15,3.84,0.98,1,9.6312,1.2836,2020
01/12/2020,banamex,4.25,3.15,3.84,0.88,1,11.1684,3.5751,2020
01/01/2021,xxi banorte,4.0,3.54,4.28,0.8,1,10.5177,8.4921,2021
01/01/2021,pensionissste,4.0,3.54,4.28,0.53,0,7.1096,6.538200000000001,2021
01/01/2021,profuturo,4.0,3.54,4.28,0.83,1,7.8854,9.3479,2021
01/01/2021,coppel,4.0,3.54,4.28,0.85,0,7.8214,1.5353,2021
01/01/2021,azteca,4.0,3.54,4.28,0.86,1,9.9083,0.6444,2021
01/01/2021,inbursa,4.0,3.54,4.28,0.86,1,7.4342,0.6628000000000001,2021
01/01/2021,principal,4.0,3.54,4.28,0.85,1,9.0823,0.9952,2021
01/01/2021,sura,4.0,3.54,4.28,0.83,1,13.642,7.1901,2021
01/01/2021,invercap,4.0,3.54,4.28,0.87,0,8.1179,0.7147,2021
01/01/2021,banamex,4.0,3.54,4.28,0.8,1,13.9106,4.2726,2021
01/02/2021,inbursa,4.0,3.76,4.21,0.86,1,7.0372,0.2834,2021
01/02/2021,xxi banorte,4.0,3.76,4.21,0.8,1,8.4076,-0.3072,2021
01/02/2021,azteca,4.0,3.76,4.21,0.86,1,8.6468,0.0075,2021
01/02/2021,principal,4.0,3.76,4.21,0.85,1,8.1672,0.2184,2021
01/02/2021,sura,4.0,3.76,4.21,0.83,1,11.577,2.655,2021
01/02/2021,invercap,4.0,3.76,4.21,0.87,0,7.5492,0.08070000000000001,2021
01/02/2021,pensionissste,4.0,3.76,4.21,0.53,0,6.7157,2.6447000000000003,2021
01/02/2021,profuturo,4.0,3.76,4.21,0.83,1,6.4354,2.6154,2021
01/02/2021,banamex,4.0,3.76,4.21,0.8,1,9.3306,-0.6433,2021
01/02/2021,coppel,4.0,3.76,4.21,0.85,0,7.7461,-0.0408,2021
01/03/2021,sura,4.0,4.67,4.04,0.83,1,9.8747,5.6908,2021
01/03/2021,profuturo,4.0,4.67,4.04,0.83,1,4.3704,5.4644,2021
01/03/2021,xxi banorte,4.0,4.67,4.04,0.8,1,7.675,4.4733,2021
01/03/2021,banamex,4.0,4.67,4.04,0.8,1,6.6077,-0.5896,2021
01/03/2021,coppel,4.0,4.67,4.04,0.85,0,6.7955,1.9953999999999998,2021
01/03/2021,inbursa,4.0,4.67,4.04,0.86,1,3.9702,0.40340000000000004,2021
01/03/2021,invercap,4.0,4.67,4.04,0.87,0,6.0038,0.256,2021
01/03/2021,principal,4.0,4.67,4.04,0.85,1,6.6807,0.3081,2021
01/03/2021,azteca,4.0,4.67,4.04,0.86,1,8.7098,0.40380000000000005,2021
01/03/2021,pensionissste,4.0,4.67,4.04,0.53,0,4.9219,-0.8378,2021
01/04/2021,coppel,4.0,6.08,4.1,0.85,0,7.4847,0.1313,2021
01/04/2021,sura,4.0,6.08,4.1,0.83,1,8.6933,6.6316999999999995,2021
01/04/2021,azteca,4.0,6.08,4.1,0.86,1,9.0595,0.024399999999999998,2021
01/04/2021,banamex,4.0,6.08,4.1,0.8,1,5.6913,1.0979,2021
01/04/2021,invercap,4.0,6.08,4.1,0.87,0,6.6742,0.2473,2021
01/04/2021,profuturo,4.0,6.08,4.1,0.83,1,5.1824,6.7335,2021
01/04/2021,inbursa,4.0,6.08,4.1,0.86,1,3.4706,0.1953,2021
01/04/2021,pensionissste,4.0,6.08,4.1,0.53,0,5.3496,1.5551,2021
01/04/2021,xxi banorte,4.0,6.08,4.1,0.8,1,7.7828,2.9977,2021
01/04/2021,principal,4.0,6.08,4.1,0.85,1,6.3941,0.5743,2021
01/05/2021,pensionissste,4.0,5.89,3.99,0.53,0,4.9769,16.6606,2021
01/05/2021,banamex,4.0,5.89,3.99,0.8,1,3.4078,4.7271,2021
01/05/2021,azteca,4.0,5.89,3.99,0.86,1,6.3031,0.529,2021
01/05/2021,sura,4.0,5.89,3.99,0.83,1,5.6151,9.816699999999999,2021
01/05/2021,invercap,4.0,5.89,3.99,0.87,0,5.3006,0.6197,2021
01/05/2021,profuturo,4.0,5.89,3.99,0.83,1,4.8064,11.0497,2021
01/05/2021,principal,4.0,5.89,3.99,0.85,1,5.2314,1.0676999999999999,2021
01/05/2021,coppel,4.0,5.89,3.99,0.85,0,6.2136,1.3088,2021
01/05/2021,xxi banorte,4.0,5.89,3.99,0.8,1,5.1292,9.4055,2021
01/05/2021,inbursa,4.0,5.89,3.99,0.86,1,3.5148,0.4007,2021
01/06/2021,sura,4.25,5.88,3.81,0.83,1,2.5576,1.7277,2021
01/06/2021,principal,4.25,5.88,3.81,0.85,1,3.4602,-0.1246,2021
01/06/2021,pensionissste,4.25,5.88,3.81,0.53,0,3.5224,-2.6732,2021
01/06/2021,inbursa,4.25,5.88,3.81,0.86,1,2.6359,-0.1045,2021
01/06/2021,profuturo,4.25,5.88,3.81,0.83,1,3.69,6.086799999999999,2021
01/06/2021,xxi banorte,4.25,5.88,3.81,0.8,1,3.1,-1.0190000000000001,2021
01/06/2021,invercap,4.25,5.88,3.81,0.87,0,3.4151,-0.1257,2021
01/06/2021,coppel,4.25,5.88,3.81,0.85,0,4.9893,-0.8909999999999999,2021
01/06/2021,azteca,4.25,5.88,3.81,0.86,1,4.6963,-0.1796,2021
01/06/2021,banamex,4.25,5.88,3.81,0.8,1,1.2547,-1.8094999999999999,2021
01/07/2021,sura,4.25,5.81,3.92,0.83,1,2.5937,7.2416,2021
01/07/2021,invercap,4.25,5.81,3.92,0.87,0,3.3967,0.5729,2021
01/07/2021,banamex,4.25,5.81,3.92,0.8,1,1.9564,3.6849000000000003,2021
01/07/2021,coppel,4.25,5.81,3.92,0.85,0,4.3428,0.8179000000000001,2021
01/07/2021,azteca,4.25,5.81,3.92,0.86,1,4.5486,0.46299999999999997,2021
01/07/2021,principal,4.25,5.81,3.92,0.85,1,3.2068,0.9194,2021
01/07/2021,xxi banorte,4.25,5.81,3.92,0.8,1,3.1066,8.584,2021
01/07/2021,inbursa,4.25,5.81,3.92,0.86,1,3.0506,0.35810000000000003,2021
01/07/2021,profuturo,4.25,5.81,3.92,0.83,1,3.0576,10.3478,2021
01/07/2021,pensionissste,4.25,5.81,3.92,0.53,0,3.5945,6.8669,2021
01/08/2021,coppel,4.5,5.59,3.68,0.85,0,4.5551,0.0354,2021
01/08/2021,principal,4.5,5.59,3.68,0.85,1,3.4904,0.8920999999999999,2021
01/08/2021,azteca,4.5,5.59,3.68,0.86,1,4.5218,0.0512,2021
01/08/2021,inbursa,4.5,5.59,3.68,0.86,1,3.5201,0.2375,2021
01/08/2021,banamex,4.5,5.59,3.68,0.8,1,1.7385,1.5174,2021
01/08/2021,invercap,4.5,5.59,3.68,0.87,0,3.3997,0.321,2021
01/08/2021,xxi banorte,4.5,5.59,3.68,0.8,1,3.1821,5.2315,2021
01/08/2021,profuturo,4.5,5.59,3.68,0.83,1,3.337,8.475299999999999,2021
01/08/2021,pensionissste,4.5,5.59,3.68,0.53,0,3.7515,3.4837000000000002,2021
01/08/2021,sura,4.5,5.59,3.68,0.83,1,2.2211,6.119800000000001,2021
01/09/2021,inbursa,4.75,6.0,3.67,0.86,1,3.2895,0.3064,2021
01/09/2021,profuturo,4.75,6.0,3.67,0.83,1,2.5211,5.0771,2021
01/09/2021,coppel,4.75,6.0,3.67,0.85,0,4.2867,1.067,2021
01/09/2021,banamex,4.75,6.0,3.67,0.8,1,0.8207,1.0622,2021
01/09/2021,principal,4.75,6.0,3.67,0.85,1,2.813,0.061500000000000006,2021
01/09/2021,pensionissste,4.75,6.0,3.67,0.53,0,3.3064,1.4993,2021
01/09/2021,sura,4.75,6.0,3.67,0.83,1,0.9968,2.8311,2021
01/09/2021,xxi banorte,4.75,6.0,3.67,0.8,1,2.5135,5.215199999999999,2021
01/09/2021,azteca,4.75,6.0,3.67,0.86,1,3.9623,0.4329,2021
01/09/2021,invercap,4.75,6.0,3.67,0.87,0,2.9129,0.07519999999999999,2021
01/10/2021,invercap,5.0,6.24,3.56,0.87,0,3.4679,0.4183,2021
01/10/2021,inbursa,5.0,6.24,3.56,0.86,1,3.9352,0.08259999999999999,2021
01/10/2021,azteca,5.0,6.24,3.56,0.86,1,4.7712,0.0438,2021
01/10/2021,profuturo,5.0,6.24,3.56,0.83,1,3.0116,8.0303,2021
01/10/2021,coppel,5.0,6.24,3.56,0.85,0,4.5629,-0.0755,2021
01/10/2021,xxi banorte,5.0,6.24,3.56,0.8,1,3.5378,4.7331,2021
01/10/2021,banamex,5.0,6.24,3.56,0.8,1,3.2585,2.2358000000000002,2021
01/10/2021,pensionissste,5.0,6.24,3.56,0.53,0,3.7354,2.0763,2021
01/10/2021,principal,5.0,6.24,3.56,0.85,1,3.3607,0.9503,2021
01/10/2021,sura,5.0,6.24,3.56,0.83,1,1.2091,4.9681999999999995,2021
01/11/2021,inbursa,5.0,7.37,3.4,0.86,1,5.8911,0.4305,2021
01/11/2021,invercap,5.0,7.37,3.4,0.87,0,4.0029,0.5124,2021
01/11/2021,azteca,5.0,7.37,3.4,0.86,1,3.8835,0.2843,2021
01/11/2021,banamex,5.0,7.37,3.4,0.8,1,1.9568,1.2556,2021
01/11/2021,profuturo,5.0,7.37,3.4,0.83,1,2.7368,8.1404,2021
01/11/2021,pensionissste,5.0,7.37,3.4,0.53,0,4.3507,7.7378,2021
01/11/2021,coppel,5.0,7.37,3.4,0.85,0,4.851,0.524,2021
01/11/2021,xxi banorte,5.0,7.37,3.4,0.8,1,3.2508,5.1562,2021
01/11/2021,sura,5.0,7.37,3.4,0.83,1,0.452,7.1787,2021
01/11/2021,principal,5.0,7.37,3.4,0.85,1,3.7575,0.753,2021
01/12/2021,profuturo,5.5,7.36,3.21,0.83,1,3.053,7.8227,2021
01/12/2021,sura,5.5,7.36,3.21,0.83,1,0.8669,6.3049,2021
01/12/2021,coppel,5.5,7.36,3.21,0.85,0,5.5214,-0.0756,2021
01/12/2021,azteca,5.5,7.36,3.21,0.86,1,3.8652,0.0528,2021
01/12/2021,banamex,5.5,7.36,3.21,0.8,1,1.7773,2.1305,2021
01/12/2021,xxi banorte,5.5,7.36,3.21,0.8,1,3.0345,6.069,2021
01/12/2021,invercap,5.5,7.36,3.21,0.87,0,3.9388,0.275,2021
01/12/2021,principal,5.5,7.36,3.21,0.85,1,3.969,0.9412,2021
01/12/2021,inbursa,5.5,7.36,3.21,0.86,1,5.3736,0.3483,2021
01/12/2021,pensionissste,5.5,7.36,3.21,0.53,0,4.5548,4.4989,2021
01/01/2022,principal,5.5,7.07,3.49,0.57,1,1.5703,-0.4891,2022
01/01/2022,xxi banorte,5.5,7.07,3.49,0.57,1,0.2424,-2.134,2022
01/01/2022,profuturo,5.5,7.07,3.49,0.57,1,0.3225,4.3117,2022
